NDVI,Slope,Elevation,Insolation,TWI
0.1420324445,13.600716591,215.16581726,18.5,3.77432132
0.139471516,18.302062988,212.38008118,18.5,3.76257014
0.1068498343,23.039251328,210.11468506,18.5,3.88756633
0.095349133,20.627309799,209.09910583,19,3.0352931
0.0895115361,25.698419571,207.47119141,19,2.52967644
0.0616229922,25.773504257,205.32199097,19,2.77288413
0.0627783462,21.965360641,201.72692871,19,2.89119291
0.0911876261,20.74360466,199.11898804,19,3.0890553
0.1211166903,11.682082176,196.50732422,19,3.13871789
0.1305006594,4.7215571404,195.60212708,19,4.02429247
0.1277510524,1.9281452894,195.27403259,19,3.68766999
0.0703578666,9.0711708069,217.50805664,18.5,4.34642076
0.1050952524,13.047558784,216.09468079,18.5,4.39988804
0.128184706,12.517848969,215.64675903,18.5,4.16303873
0.1338484138,13.871278763,213.43321228,18.5,3.54628539
0.1236297563,20.466621399,211.34458923,18.5,3.48724294
0.1068498343,23.770307541,210.11468506,18.5,3.45479417
0.0749869272,16.722730637,219.33744812,18,2.92211795
0.0611013323,11.52841568,217.70861816,18.061500549,3.35377955
0.0703578666,11.543363571,216.70942688,18.407110214,3.95453072
0.0856353492,16.057796478,215.22512817,18.458776474,4.39988804
0.094519116,15.125934601,214.33467102,18.5,4.48751831
0.0951853171,19.962516785,210.8717041,18.5,3.29472113
0.1059565768,1.6919882298,194.84352112,18.991373062,6.19532394
0.0749869272,17.38495636,219.01261902,18,2.805022
0.0895687044,13.976174355,217.26664734,18,3.02669716
0.0906657651,11.932713509,216.05664062,18,3.45828724
0.1143988445,3.4381167889,194.67048645,19,5.77762318
0.0660494566,16.909193039,217.4833374,17.515785217,3.20305347
0.0630678758,14.807926178,215.89260864,17.998226166,3.37937665
0.0815464035,19.643291473,214.39356995,18,3.45828724
0.1104491875,4.3180742264,194.19746399,19,6.25420904
0.1222068891,2.8693945408,194.67567444,19,6.48463011
0.0937489644,16.525636673,216.4657135,17.5,3.53848219
0.1106548235,16.304416656,214.57739258,17.5,3.66093826
0.1077920273,21.588863373,212.80023193,17.587221146,3.53769159
0.0420712456,2.3246722221,193.64854431,19,6.01275158
0.0855081156,3.1457321644,193.786026,19,7.37872982
0.1226822883,2.9439964294,194.26217651,19,7.19116831
-0.0063314186,1.9460612535,193.35508728,19,6.01831198
0.0375835076,2.6407597065,193.44667053,19,7.37872982
0.1038359255,2.9989070892,193.91888428,19,7.19116831
0.0635328814,2.6293919086,193.60935974,19,5.62633038
0.0930896699,3.2725319862,193.41706848,19,7.07735586
0.1053557098,3.3355920315,187.39221191,18.751602173,4.64014006
0.0364691801,26.340021133,202.01777649,13.234115601,3.98654437
0.0644546971,29.545520782,199.84170532,13.67310524,2.54839706
0.0664919317,23.035209656,196.89073181,15.56141758,2.34521437
-0.0157141127,2.1106348038,193.27009583,18.846984863,5.70887947
0.029985236,1.310090065,193.36968994,18.831514359,5.62633038
0.0804820582,1.2628067732,193.38720703,18.090196609,6.23429012
0.0944763348,5.1771454811,193.02297974,17.418281555,4.15231419
0.0102288742,25.648656845,222.05236816,12.887466431,3.14523363
0.0259000137,30.671878815,219.68490601,14.065973282,2.39207006
0.0788444132,27.223581314,215.32325745,13.690335274,2.65667844
0.0828191191,23.858531952,212.92758179,14.481194496,2.07606244
0.0805350021,31.804046631,208.25418091,14.564949036,2.39078975
0.0364691801,16.758731842,205.65226746,13.558303833,3.05150723
0.0644546971,28.835208893,203.97470093,13.798426628,2.53252244
0.0953801423,39.453548431,200.3299408,12.83617115,2.32316971
0.0087007014,1.3837703466,193.4178772,17.970966339,4.93164587
0.0415065251,1.2676075697,193.52613831,18,5.23533869
0.0761772916,1.5581860542,193.70578003,17.581235886,6.23429012
0.0944763348,4.4478311539,193.45195007,17.082963943,6.0776825
0.1676353961,15.034919739,192.50465393,17.539163589,3.41697693
0.0457367636,9.3744268417,225.43325806,12.515485764,2.63010931
0.049792435,10.525497437,224.50778198,13.468594551,2.89366484
0.0259000137,25.61410141,221.67762756,14.358773232,2.39207006
0.0788444132,25.501426697,218.72973633,13.260416985,2.65667844
0.0828191191,28.258024216,215.67910767,15.255383492,2.07606244
0.0805350021,28.981983185,210.71548462,15.129025459,2.04175544
0.1167889014,19.314907074,208.08833313,14.047145844,3.12436318
0.079730466,18.961378098,206.09446716,13.751169205,2.77382159
0.0704383627,13.88306427,204.78578186,14.149673462,3.35815978
0.0203012377,23.632320404,207.17045593,12.056969643,2.87224364
0.0759011433,17.319746017,207.60926819,15.675186157,2.57919931
0.1077065021,26.945186615,204.43458557,15.935930252,2.49569201
0.0849293843,29.075023651,197.70944214,17.071294785,2.59450006
0.0642365217,13.491624832,194.41770935,18.12594986,3.43311715
0.0867765173,2.030911684,193.70071411,17.590280533,5.08693647
0.1160358936,1.1994963884,193.80963135,18.407028198,5.19717503
0.1402996033,1.6604818106,193.87214661,17.999967575,5.68441486
0.1676353961,12.12830925,193.07217407,17.54299736,3.82192135
0.1819201261,13.961795807,192.19483948,18.327964783,4.20230436
0.0799031109,26.871828079,228.18229675,10.867783546,1.91700935
0.0457367636,37.375026703,228.48973083,9.7664661407,1.80439091
0.049792435,22.223846436,226.11837769,11.833959579,1.71901608
0.0614729077,19.136651993,224.7875824,12.743105888,1.91833425
0.0767103732,29.449424744,222.45266724,13.268502235,2.18160939
0.0934618115,37.109214783,216.91418457,15.169075012,2.24454188
0.1192247346,16.56085968,211.51068115,16.195119858,1.84419537
0.1167889014,15.058649063,210.05256653,13.522073746,2.72955918
0.086123921,19.397882462,208.54093933,13.872652054,2.31699133
0.0837857053,16.651052475,205.70092773,14.218235016,3.21609139
0.0711899549,20.033029556,210.87915039,15.478565216,2.60214305
0.1111311689,36.41103363,206.51264954,14.085100174,2.49569201
0.1048326939,33.210601807,198.74337769,15.585721016,2.59450006
0.0955816805,16.473468781,195.18890381,16.509845734,3.04361629
0.1106193215,4.5577874184,194.05693054,17.48787117,4.61234236
0.1233667135,1.2640690804,193.95022583,17.998289108,5.34839582
0.138566792,0.7808354497,194.03683472,18.087381363,5.44163704
0.1678583473,7.860429287,193.59934998,17.947319031,4.77290726
0.1819201261,11.080173492,192.64859009,17.168373108,4.40020227
0.0216184482,60.803218842,239.16644287,6.7650876045,1.55918431
0.0423697531,65.997535706,232.55877686,9.4441947937,1.71901608
0.050302323,45.152751923,230.19485474,9.7870283127,1.39420056
0.0476771332,37.418735504,228.15208435,10.979861259,1.86376619
0.0561432168,50.370639801,224.86380005,11.457527161,1.83309817
0.0955259725,48.826766968,216.87698364,11.512119293,1.84419537
0.1392271072,34.362930298,214.75932312,11.431013107,2.3170259
0.136064738,27.702402115,211.8180542,13.789168358,2.31699133
0.1123808026,24.125629425,209.9662323,14.04070282,3.55474448
0.0443320945,10.01174736,212.61050415,18.775249481,3.10389376
0.109939605,24.275712967,209.10310364,16.010314941,2.97159719
0.1338393986,37.561061859,200.81729126,15.912884712,2.94926715
0.1353049576,18.923530579,197.03903198,16.53396225,2.84008312
0.1259249449,8.6841106415,194.80279541,17.821462631,3.68523145
0.101316981,2.8889374733,194.17182922,18.076566696,5.55581951
0.1167812198,0.6623964906,194.12303162,18.29070282,5.57591248
0.1517542154,3.5643215179,193.95484924,17.7233181,5.2189641
0.1635798663,7.6533536911,193.43992615,17.661714554,4.34553671
-0.058544267,4.6360812187,188.70191956,16.502292633,4.65606594
-0.0582586788,4.2988462448,188.71118164,16.5,5.46427822
0.0439626798,52.163906097,257.88394165,9.0107679367,1.94959533
0.0856753811,57.623931885,254.94735718,10.579302788,1.81626081
0.0859462544,64.545822144,246.28773499,10.124691963,1.59387243
0.0642014369,55.506244659,237.52122498,11.21718502,1.68363333
0.0546422116,35.295993805,232.80541992,15.009605408,1.75418949
0.0801237747,40.327373505,223.67237854,15.026268005,1.81635904
0.1243510321,18.866004944,219.13861084,15.793306351,2.31062841
0.1394828856,24.734834671,215.80749512,14.790058136,2.8681767
0.1281605214,26.215248108,212.19538879,14.209177971,3.85720253
0.0143313827,17.771306992,215.06886292,16.393880844,3.00078487
0.0419161543,15.097881317,213.24336243,16.256036758,3.39815593
0.1030514985,19.674360275,210.74703979,15.991361618,3.5992229
0.1536922157,37.578346252,204.78981018,14.340292931,3.32735372
0.1505245566,34.289802551,199.27668762,15.095778465,2.84008312
0.1043920219,16.423627853,195.73893738,17.039207458,2.86317825
0.065938361,6.4784069061,194.46220398,17.989583969,5.04337835
0.0924635828,0.442083925,194.20993042,17.922052383,5.69730282
0.1501403898,2.5632209778,194.10292053,17.012195587,5.55851936
0.1628307253,6.0150270462,193.73464966,17.232873917,4.34553671
-0.058544267,5.9069566727,189.27790833,16.250263214,3.77196956
0.0587352552,13.431454659,262.52505493,14.167593002,3.10442901
0.1187188253,17.726476669,261.09356689,16.295724869,2.85687923
0.1187434271,36.221168518,255.89337158,14.459846497,2.56762862
0.0886080116,51.211769104,245.53662109,13.786892891,1.91544092
0.0726887733,37.765392303,236.03733826,14.981903076,1.87999451
0.0944447666,44.88508606,227.54498291,14.007993698,2.11565089
0.1273690015,33.193149567,221.41099548,14.251787186,2.95805907
0.1352532059,25.528411865,218.33442688,14.46300602,3.51693988
0.0711723268,31.927942276,219.10951233,13.270944595,3.18994713
0.0885064229,26.90929985,218.83317566,12.627306938,3.0262413
0.054683473,19.98093605,218.62254333,15.160842896,3.16224575
0.0651821569,25.497819901,215.87850952,14.344408989,2.74264812
0.1061136127,26.22070694,212.10154724,16.296653748,2.34525633
0.1483917981,26.802394867,207.43873596,16.349254608,2.49479723
0.1515149921,34.527256012,201.09306335,16.065540314,2.46755147
0.1170880199,18.72271347,196.98207092,18.574810028,2.55685997
0.0963507891,10.700458527,194.77088928,17.936010361,4.38018656
0.1135063618,1.3409354687,194.33070374,16.959533691,5.73815584
0.14260602,1.784480691,194.31838989,16.750635147,5.79159689
0.1528469026,3.9814474583,194.10203552,16.62386322,4.8357482
-0.0598769076,9.1976938248,190.47718811,16.081001282,3.64259648
0.1149483025,18.012134552,261.26861572,17.494094849,2.79601789
0.1087980345,39.220046997,254.70742798,9.3857812881,2.32950616
0.096336998,46.592788696,245.32939148,13.549898148,2.13501239
0.1132690683,34.903892517,235.36155701,15.553098679,2.29639864
0.1501787156,30.777959824,229.27682495,16.137208939,3.1631465
0.1393037289,29.239221573,224.50778198,15.290048599,3.63708448
0.1088917106,26.305463791,220.44020081,14.176172256,3.99217176
0.0711723268,21.075511932,221.63479614,15.353985786,3.20963597
0.0885064229,17.821073532,220.95368958,14.568399429,2.90743423
0.094583191,7.7719392776,220.77952576,16.812770844,3.1468389
0.0824270174,14.500855446,219.34295654,16.968988419,3.35453653
0.0833003223,34.443546295,214.12580872,15.210373878,2.74318004
0.1054145768,29.406246185,208.33732605,16.242298126,2.91402936
0.127978906,31.853645325,202.43850708,16.059303284,2.92771387
0.139332369,21.554077148,197.96923828,17.700994492,3.05096769
0.1286573708,12.33530426,195.23738098,17.161487579,3.98775721
0.1355576813,3.1312959194,194.71009827,15.503591537,5.72972298
0.1512086839,4.0021066666,194.92701721,15.300084114,5.86052322
0.1332240552,5.3891458511,195.13442993,15.5,4.66668653
-0.062422365,10.996144295,191.26593018,16.085954666,3.64259648
0.09024968,37.224178314,253.5365448,15.248559952,2.56020093
0.1185640469,37.812026978,245.28427124,15.605820656,3.0726018
0.1564954668,38.304187775,238.28442383,14.461604118,3.69577169
0.1831735373,33.067512512,232.63537598,13.128124237,3.42650795
0.1369980872,34.752880096,228.72994995,13.171538353,3.86036777
0.0796405151,32.410552979,225.478302,12.03983593,3.59167886
0.0798697621,32.981449127,227.72102356,12.468711853,2.26902318
0.0645954832,12.71897316,223.26298523,16.375339508,3.17817497
0.0773677379,12.048466682,222.12605286,17.93598938,2.82614446
0.0804099664,7.5624890327,220.50871277,19,2.8768115
0.081895262,13.555478096,218.96539307,18.72772789,3.35453653
0.0972769633,29.087875366,214.28952026,15.973825455,3.10510063
0.1100519374,35.992855072,207.4934082,15.589832306,2.99000812
0.1217311248,28.970827103,201.68313599,17.078111649,2.96679091
0.1393514574,20.010503769,197.7797699,16.841533661,3.16054845
0.1312455237,10.245128632,195.50518799,17.082429886,4.12453747
0.1352229267,4.6943902969,195.29989624,15.003808022,5.59596586
0.1478679031,5.0347452164,195.61708069,15.003474236,4.91595602
0.1332240552,5.4996247292,195.70878601,15.49833107,3.77888632
0.0930305794,31.746650696,252.86471558,14.391001701,3.07061076
0.0577667654,33.080085754,230.56518555,11.563303947,2.93257046
0.073299624,36.910728455,229.8429718,10.666610718,2.92038369
0.0798697621,39.80140686,228.76939392,10.814824104,2.49326777
0.0700926334,18.755260468,229.03182983,14.39378643,2.63131237
0.0586223044,20.670106888,226.39974976,16.012704849,3.0595336
0.0663290992,22.81360054,223.96273804,16.262285233,2.66916227
0.0670682266,15.80291748,220.53933716,17.177190781,2.8768115
0.0747999549,9.905415535,218.97084045,18.406175613,3.27196002
0.0961720645,26.919839859,214.95489502,16.954853058,2.84169006
0.1106758043,32.618812561,209.09399414,15.709767342,3.04385805
0.1302000731,33.835006714,202.52062988,15.991396904,3.61012864
0.132984221,19.718460083,198.73458862,16.480979919,3.77150869
0.1269443631,12.157949448,196.60813904,15.65969944,4.33477306
0.1381907016,5.126853466,196.26203918,15.000201225,5.28053617
0.1336063147,5.7150521278,196.34216309,14.593831062,3.84223843
0.1220664382,6.7152123451,196.5124054,14.501960754,3.33366537
0.0655958951,33.035812378,267.02612305,11.407149315,2.8726716
0.0412789173,35.26518631,261.46417236,12.545385361,2.22438645
0.0757783726,33.396125793,257.52755737,12.927214622,2.06406903
0.1017213315,51.931591034,235.59077454,9.7708339691,2.63819027
0.1606953889,42.029022217,234.84986877,10.034968376,2.68926597
0.1314537674,28.319324493,233.38838196,12.174570084,2.37436962
0.0967377499,25.256252289,232.35934448,13.504065514,2.62619638
0.0928183794,20.114751816,230.9178772,15.787329674,2.54777861
0.0586223044,13.004401207,228.66333008,17.037721634,2.80414438
0.0503446124,21.298326492,226.27893066,16.063194275,2.67893958
0.059982188,23.711229324,221.9078064,16.425392151,3.28223205
0.0787258744,16.224225998,219.03518677,18.237760544,2.8449862
0.1072887406,29.411474228,214.15042114,16.216684341,2.84169006
0.1355415881,27.402576447,209.06291199,16.396999359,3.04385805
0.1316637993,32.943222046,203.14898682,15.750000954,3.32800722
0.110373959,19.526679993,200.04411316,15.641613007,3.26237702
0.1203963906,14.222297668,198.03140259,15.988503456,4.46841335
0.076885201,35.501457214,274.79116821,9.7695560455,2.82695436
0.0749935582,52.858627319,270.3197937,10,1.82890189
0.0772365108,52.668624878,265.79983521,11.568520546,1.97690701
0.1457547844,35.827785492,245.15156555,12.78577137,2.72325802
0.178754732,33.957706451,242.95278931,12.037637711,2.71255088
0.1475044787,27.901376724,239.66479492,13.742599487,2.29486299
0.1107169017,23.580133438,236.53897095,15.255880356,2.53689885
0.0928183794,20.301076889,232.29527283,16.34230423,2.79516745
0.0708258823,13.610715866,229.90315247,16.884059906,2.95488405
0.0540299267,20.309799194,221.29721069,18.270513535,3.28223205
0.0923357159,18.184692383,219.38955688,17.542171478,3.25798392
0.1513330042,26.892045975,215.22958374,16.166460037,3.24927497
0.1882649511,28.924066544,210.06733704,16.437698364,3.19581103
0.1766258478,28.677934647,205.98466492,16.206113815,3.32800722
0.1247519925,21.423345566,201.07543945,15.673939705,3.64647627
0.0684650317,28.859100342,281.87384033,12.019915581,3.02633119
0.0686305091,31.634897232,280.89215088,13.509171486,2.20589447
0.0711160973,41.193893433,275.64425659,13.966290474,2.35608196
0.1603503525,36.217483521,250.63404846,13.443167686,2.65131474
0.1674941331,28.984157562,248.7106781,12.556413651,2.04986668
0.1542853415,33.486618042,244.52182007,14.20768261,2.2718668
0.1082486883,29.467788696,240.84735107,14.575064659,2.66221499
0.0638595372,32.57068634,236.15086365,14.286224365,2.41858196
0.0719600171,25.711219788,232.41270447,14.716259956,2.57690072
0.103493534,25.046611786,229.97538757,15.5391922,2.46961188
0.0798172653,29.241342545,225.87834167,15.280028343,2.63051009
0.0804759637,28.49467659,219.39280701,16.350141525,2.46416092
0.1541747451,25.349760056,214.63777161,17.050893784,2.55393243
0.1862244606,25.988107681,209.52638245,16.875246048,2.9097898
0.1890309751,24.303762436,205.39059448,15.059461594,3.35081077
0.0840183049,16.128622055,285.1612854,14.850580215,3.08475518
0.0874578878,17.169116974,284.39352417,16.385112762,2.5684731
0.0771705881,32.629459381,279.35049438,15.108098984,2.35608196
0.0330406316,36.140228271,272.53051758,14.615272522,3.70364261
0.0249602441,30.812244415,268.92767334,14.67927742,3.97529769
0.0951377675,27.330131531,267.3444519,13.147216797,3.26338339
0.1399387419,36.846099854,265.05996704,13.312395096,2.95942044
0.1418208182,40.287349701,262.19949341,11.547642708,2.52853632
0.144778803,40.932319641,256.52529907,11.775910378,1.88461506
0.1467605233,30.955709457,253.87283325,14.018283844,2.04986668
0.1372971237,35.067634583,248.37776184,14.67378521,2.40248537
0.1109702736,25.501070023,243.74761963,15.41706562,2.39988279
0.0988255069,22.896736145,239.40533447,16.5319767,2.41858196
0.1151487157,25.292217255,236.12586975,15.702151299,2.57690072
0.103493534,25.353183746,231.6368103,17.006986618,2.46961188
0.0798172653,23.895959854,226.74711609,17.072814941,2.52283955
0.1117362604,37.661533356,219.8848877,15.952263832,2.72567749
0.1514703184,24.766700745,215.11749268,17.482355118,2.73723173
0.1607088745,24.488237381,211.44921875,15.696001053,2.76563382
0.1739002913,22.311761856,206.6749115,14.049203873,3.84369731
0.1775146872,21.025909424,206.54646301,13.026169777,3.49780917
0.0670094863,15.376740456,285.67562866,15.240386963,2.83352089
0.0939269662,25.343309402,280.96664429,16.909593582,3.29566741
0.1028064042,27.430618286,276.24020386,15.984350204,3.13869357
0.1206180751,24.9223423,272.35641479,15.560623169,3.52342796
0.1685589105,18.916217804,271.08706665,14.292593002,3.1776073
0.174207136,24.161653519,269.31555176,15.118251801,2.81385517
0.1326341778,19.532047272,268.04678345,15.698009491,2.52853632
0.1067135781,36.479774475,263.13446045,14.817957878,1.88461506
0.1069074497,30.879051208,257.90951538,15.121951103,2.1260252
0.1092418879,30.580080032,252.40652466,15.162449837,2.29724526
0.105089657,31.856925964,246.87197876,15.39533329,2.3862071
0.1113188565,24.497400284,241.55384827,16.455415726,2.64157748
0.1225488111,19.390857697,238.22659302,17.308389664,2.87641811
0.1082681418,32.72518158,233.4954071,15.088410378,3.09090519
0.0911816955,36.017837524,226.32185364,15.246912003,3.2486186
0.093865104,30.704835892,221.93386841,14.8438797,3.1865871
0.0834439248,29.557231903,216.11042786,15.251857758,2.73723173
0.0955118313,27.391719818,214.36785889,15.292685509,2.76563382
0.0447972976,25.50091362,291.6960144,15.845750809,2.9526844
0.0356970578,20.819713593,289.46456909,16.712612152,3.34082508
0.1243305951,23.124263763,281.66873169,15.829282761,3.69138265
0.1470858008,26.552625656,280.01513672,15.538383484,3.00757432
0.163387984,27.865325928,276.58370972,14.872865677,3.27215123
0.1642687321,18.837545395,275.01260376,15.981916428,2.90241623
0.1394394189,20.988395691,272.09936523,17.160572052,2.5351944
0.1032545641,37.309738159,266.42001343,15.056870461,2.36501861
0.0777172446,33.947158813,259.9675293,16.157512665,2.25098872
0.0842893198,29.426776886,256.07440186,18.999998093,2.09567142
0.085843496,34.299110413,251.29067993,15.586964607,2.00304341
0.0786401555,27.611188889,246.02485657,17.725315094,2.07267308
0.0949237123,25.456644058,241.27716064,17.344898224,2.2217803
0.1161853597,16.935609818,237.82131958,19,2.58409929
0.1131887958,22.857776642,234.45562744,17.705160141,2.6119082
0.090989612,34.100814819,227.7043457,16.495410919,2.37675786
0.0872190893,20.750165939,224.09516907,17.298017502,2.48470569
0.0906694084,27.289087296,219.12982178,15.521900177,5.37265921
0.0775912777,26.404865265,216.34700012,14.083678246,4.57399511
0.1024312824,36.861820221,222.57252502,10.251966476,2.17540574
0.1088813618,34.205615997,223.62876892,11.021783829,2.52246118
0.1155997142,34.74835968,223.26953125,10.921439171,2.16814995
0.0720905513,18.795186996,297.75003052,15.340120316,2.7063086
0.0562409908,29.366455078,293.18988037,14.652534485,3.09102297
0.0404752158,28.136974335,290.69833374,14.980463982,2.83789825
0.0696491525,19.348667145,288.91070557,15.295144081,3.01233435
0.1258038729,24.950553894,285.26428223,15.972434044,3.01814222
0.1596882641,18.549448013,281.66653442,16.726840973,3.00757432
0.1696946025,16.615976334,278.76223755,17.811235428,3.06731391
0.1556568295,16.002120972,276.26245117,18.76076889,3.1703124
0.124709934,26.157344818,272.20132446,17.085790634,3.21018004
0.0963670686,33.758869171,266.70751953,16.334280014,3.27949834
0.0812828168,36.380199432,258.16079712,15.336986542,3.32174015
0.0568219498,21.338571548,253.39073181,18.417768478,3.81972003
0.0553754568,26.814178467,249.25839233,17.456871033,3.65752029
0.0880172998,23.284418106,244.6960144,17.786846161,3.69574642
0.1009808034,21.345184326,240.67764282,17.962396622,3.15086412
0.1061298475,18.519750595,237.34347534,17.888105392,4.10177135
0.1014224067,29.003646851,233.03193665,16.969373703,4.06068707
0.0840477645,25.62096405,228.05383301,18.13886261,3.93900371
0.0872190893,18.800331116,223.88253784,17.67294693,4.90506744
0.0906694084,25.358810425,219.58700562,15.416010857,5.37265921
0.0775912777,22.78024292,217.36125183,12.974369049,5.15103912
0.1088813618,32.452190399,225.95661926,11.499726295,2.58986759
0.1155997142,28.213502884,225.64978027,12.503884315,2.14455891
0.0829579309,10.198421478,300.75613403,13.120059967,2.80841184
0.1004461646,17.017555237,300.61782837,14.331934929,2.7063086
0.1098909527,26.589744568,297.58059692,15.311368942,2.38018155
0.0912804529,27.533695221,292.70617676,15.853490829,2.53067493
