id,NDVI,Slope,Elevation,Insolation,Lat,Long,TWI,n,distance,feature_x,feature_y,nearest_x,nearest_y
"36616",0.104048997200000,25.067726135000001,208.534011840000005,18.991266250999999,7426734.72000000,388455.93170000,3.03529310,"1",0.000000000931323,388455.931700000015553,7426734.720499998889863,388455.931700000015553,7426734.720500000752509
"36617",0.107213899500000,25.694810867000001,207.473846439999988,19.000000000000000,7426724.72000000,388455.93170000,2.52967644,"1",0.000000000931323,388455.931700000015553,7426724.720499999821186,388455.931700000015553,7426724.720500000752509
"36618",0.129399746700000,26.096593856999998,204.696395870000003,19.000000000000000,7426714.72000000,388455.93170000,2.77288413,"1",0.000000000931323,388455.931700000015553,7426714.720499999821186,388455.931700000015553,7426714.720500000752509
"36619",0.133375525500000,22.201442718999999,201.227478029999986,19.000000000000000,7426704.72000000,388455.93170000,2.89119291,"1",0.000000000931323,388455.931700000015553,7426704.720499999821186,388455.931700000015553,7426704.720500000752509
"36620",0.125546798100000,20.333314896000001,198.721496580000007,19.000000000000000,7426694.72000000,388455.93170000,3.08905530,"1",0.000000000931323,388455.931700000015553,7426694.720499999821186,388455.931700000015553,7426694.720500000752509
"36621",0.130806833500000,11.013615608000000,196.276550289999989,19.000000000000000,7426684.72000000,388455.93170000,3.13871789,"1",0.000000000931323,388455.931700000015553,7426684.720499999821186,388455.931700000015553,7426684.720500000752509
"36622",0.146278053500000,4.539948940300000,195.494552610000000,19.000000000000000,7426674.72000000,388465.93170000,4.02429247,"1",0.000000000931323,388465.931700000015553,7426674.720499999821186,388465.931700000015553,7426674.720500000752509
"36623",0.143935397300000,1.927173852900000,195.280990599999996,19.000000000000000,7426664.72000000,388455.93170000,3.68766999,"1",0.000000000931323,388455.931700000015553,7426664.720499999821186,388455.931700000015553,7426664.720500000752509
"36828",0.131780698900000,6.831801891300000,218.728942869999997,18.498308181999999,7426814.72000000,388465.93170000,3.38476110,"1",0.000000000931323,388465.931700000015553,7426814.720499999821186,388465.931700000015553,7426814.720500000752509
"36829",0.128225132800000,7.117539405800000,217.913284299999987,18.500000000000000,7426804.72000000,388465.93170000,4.34642076,"1",0.000000000931323,388465.931700000015553,7426804.720499999821186,388465.931700000015553,7426804.720500000752509
"36830",0.141920030100000,11.491332054000001,216.576507569999990,18.500000000000000,7426794.72000000,388475.93170000,4.39988804,"1",0.000000000931323,388475.931700000015553,7426794.720499999821186,388475.931700000015553,7426794.720500000752509
"36831",0.154928922700000,13.584947586000000,215.304565429999997,18.500000000000000,7426784.72000000,388465.93170000,4.16303873,"1",0.000000000931323,388465.931700000015553,7426784.720499999821186,388465.931700000015553,7426784.720500000752509
"36832",0.165002048000000,13.871465683000000,213.434265140000008,18.500000000000000,7426774.72000000,388465.93170000,3.54628539,"1",0.000000000931323,388465.931700000015553,7426774.720499999821186,388465.931700000015553,7426774.720500000752509
"36833",0.158408731200000,21.320735931000002,210.368606569999997,18.500000000000000,7426764.72000000,388465.93170000,3.48724294,"1",0.000000000931323,388465.931700000015553,7426764.720499999821186,388465.931700000015553,7426764.720500000752509
"36834",0.124012410600000,21.544216156000001,208.585235600000004,18.500000000000000,7426754.72000000,388475.93170000,3.45479417,"1",0.000000000931323,388475.931700000015553,7426754.720499999821186,388475.931700000015553,7426754.720500001683831
"36835",0.090219020800000,25.845636368000001,206.356979370000005,18.500000000000000,7426744.72000000,388465.93170000,4.87387419,"1",0.000000000931323,388465.931700000015553,7426744.720500000752509,388465.931700000015553,7426744.720500000752509
"36836",0.071753233700000,25.525623322000001,206.609283449999992,18.750000000000000,7426734.72000000,388475.93170000,4.69695091,"1",0.000000000931323,388475.931700000015553,7426734.720499998889863,388475.931700000015553,7426734.720500000752509
"36837",0.085418649000000,26.033864975000000,202.881347659999989,18.500000000000000,7426724.72000000,388465.93170000,2.53602242,"1",0.000000000931323,388465.931700000015553,7426724.720499999821186,388465.931700000015553,7426724.720500000752509
"36838",0.122049942600000,26.675943374999999,200.453231810000005,18.500000000000000,7426714.72000000,388465.93170000,2.74083543,"1",0.000000000931323,388465.931700000015553,7426714.720499999821186,388465.931700000015553,7426714.720500000752509
"36839",0.130934447100000,21.255147934000000,197.792465209999989,18.500000000000000,7426704.72000000,388465.93170000,2.90138841,"1",0.000000000931323,388465.931700000015553,7426704.720499999821186,388465.931700000015553,7426704.720500000752509
"36840",0.112454541000000,17.658977509000000,196.366333010000005,18.501691818000001,7426694.72000000,388465.93170000,3.14071131,"1",0.000000000931323,388465.931700000015553,7426694.720499999821186,388465.931700000015553,7426694.720500000752509
"36841",0.123908385600000,7.536772728000000,195.113510130000009,19.000000000000000,7426684.72000000,388465.93170000,3.36669993,"1",0.000000000931323,388465.931700000015553,7426684.720499999821186,388465.931700000015553,7426684.720500000752509
"36842",0.147805377800000,3.642429113400000,194.850097659999989,19.000000000000000,7426674.72000000,388465.93170000,4.02429247,"1",0.000000000931323,388465.931700000015553,7426674.720499999821186,388465.931700000015553,7426674.720500000752509
"36843",0.151303529700000,2.554628372200000,194.867050169999999,19.000000000000000,7426664.72000000,388465.93170000,4.32176113,"1",0.000000000931323,388465.931700000015553,7426664.720499999821186,388465.931700000015553,7426664.720500000752509
"37046",0.058728709800000,9.161463737500000,223.417556759999997,16.387962341000001,7426834.72000000,388475.93170000,3.10308623,"1",0.000000000931323,388475.931700000015553,7426834.720499999821186,388475.931700000015553,7426834.720500000752509
"37047",0.078972645100000,16.573892593000000,220.976776120000011,17.957464217999998,7426824.72000000,388475.93170000,2.92211795,"1",0.000000000931323,388475.931700000015553,7426824.720499999821186,388475.931700000015553,7426824.720500000752509
"37048",0.117411188800000,14.306172371000001,218.364425659999995,18.040809630999998,7426814.72000000,388475.93170000,3.35377955,"1",0.000000000931323,388475.931700000015553,7426814.720499999821186,388475.931700000015553,7426814.720500000752509
"37049",0.140786722300000,12.827410698000000,216.710800169999999,18.407985687000000,7426804.72000000,388475.93170000,3.95453072,"1",0.000000000931323,388475.931700000015553,7426804.720499999821186,388475.931700000015553,7426804.720500000752509
"37050",0.135939821600000,18.436468124000001,214.798965449999997,18.255218505999999,7426794.72000000,388475.93170000,4.39988804,"1",0.000000000931323,388475.931700000015553,7426794.720499999821186,388475.931700000015553,7426794.720500000752509
"37051",0.126632809600000,18.802288055000002,214.016738889999999,18.373273849000000,7426784.72000000,388475.93170000,4.48751831,"1",0.000000000931323,388475.931700000015553,7426784.720499999821186,388475.931700000015553,7426784.720500000752509
"37052",0.121641419800000,20.791139603000001,211.353652949999997,18.500000000000000,7426774.72000000,388475.93170000,3.56558895,"1",0.000000000931323,388475.931700000015553,7426774.720499999821186,388475.931700000015553,7426774.720500000752509
"37053",0.116755709100000,23.728151320999999,210.288955689999995,18.500000000000000,7426764.72000000,388475.93170000,3.29472113,"1",0.000000000931323,388475.931700000015553,7426764.720499999821186,388475.931700000015553,7426764.720500000752509
"37054",0.116959869900000,22.601751327999999,208.114654540000004,18.500000000000000,7426754.72000000,388485.93170000,3.13322067,"1",0.000000000931323,388485.931700000015553,7426754.720499999821186,388485.931700000015553,7426754.720500001683831
"37057",0.097317189000000,22.947490691999999,199.454452510000010,18.500000000000000,7426724.72000000,388475.93170000,3.34474969,"1",0.000000000931323,388475.931700000015553,7426724.720499999821186,388475.931700000015553,7426724.720500000752509
"37058",0.117736235300000,19.558874130000000,197.292984009999998,18.500000000000000,7426714.72000000,388485.93170000,4.03058052,"1",0.000000000931323,388485.931700000015553,7426714.720499999821186,388485.931700000015553,7426714.720500000752509
"37059",0.136606082300000,10.228156090000001,195.462387080000013,18.500000000000000,7426704.72000000,388475.93170000,3.20606351,"1",0.000000000931323,388475.931700000015553,7426704.720499999821186,388475.931700000015553,7426704.720500000752509
"37060",0.137460276500000,6.896712780000000,194.938613889999999,18.500000000000000,7426694.72000000,388475.93170000,3.79780245,"1",0.000000000931323,388475.931700000015553,7426694.720499999821186,388475.931700000015553,7426694.720500000752509
"37061",0.156518578500000,3.326829433400000,194.436843869999990,18.948820114000000,7426684.72000000,388475.93170000,4.20560122,"1",0.000000000931323,388475.931700000015553,7426684.720499999821186,388475.931700000015553,7426684.720500000752509
"37062",0.170637384100000,2.554766893400000,194.384765619999996,19.000000000000000,7426674.72000000,388475.93170000,4.41825724,"1",0.000000000931323,388475.931700000015553,7426674.720499999821186,388475.931700000015553,7426674.720500000752509
"37063",0.163500323900000,3.150942087200000,194.495849609999993,19.000000000000000,7426664.72000000,388475.93170000,5.46208429,"1",0.000000000931323,388475.931700000015553,7426664.720499999821186,388475.931700000015553,7426664.720500000752509
"37064",0.145412087400000,1.689962267900000,194.804565429999997,19.000000000000000,7426654.72000000,388475.93170000,6.19532394,"1",0.000000000931323,388475.931700000015553,7426654.720499999821186,388475.931700000015553,7426654.720500000752509
"37265",0.101168632500000,5.186701774600000,225.343139650000012,15.963828087000000,7426844.72000000,388485.93170000,3.51934457,"1",0.000000000931323,388485.931700000015553,7426844.720499999821186,388485.931700000015553,7426844.720500000752509
"37266",0.084262594600000,15.640667915000000,223.859466550000008,17.998291016000000,7426834.72000000,388485.93170000,3.08520031,"1",0.000000000931323,388485.931700000015553,7426834.720499999821186,388485.931700000015553,7426834.720500000752509
"37267",0.093415178400000,19.761398315000001,220.681762700000007,18.000000000000000,7426824.72000000,388485.93170000,2.80502200,"1",0.000000000931323,388485.931700000015553,7426824.720499999821186,388485.931700000015553,7426824.720500000752509
"37268",0.114026181400000,13.975892067000000,217.712402340000011,18.000000000000000,7426814.72000000,388485.93170000,3.02669716,"1",0.000000000931323,388485.931700000015553,7426814.720499999821186,388485.931700000015553,7426814.720500000752509
"37269",0.131158188000000,13.657921791000000,215.438903809999999,18.000000000000000,7426804.72000000,388495.93170000,3.45828724,"1",0.000000000931323,388495.931700000015553,7426804.720499999821186,388495.931700000015553,7426804.720500000752509
"37270",0.121674828200000,16.603258133000001,214.497528079999995,18.000000000000000,7426794.72000000,388485.93170000,3.70365024,"1",0.000000000931323,388485.931700000015553,7426794.720499999821186,388485.931700000015553,7426794.720500000752509
"37271",0.096952207400000,14.701397896000000,213.220794680000012,18.000000000000000,7426784.72000000,388485.93170000,4.35582209,"1",0.000000000931323,388485.931700000015553,7426784.720499999821186,388485.931700000015553,7426784.720500000752509
"37272",0.068035073600000,20.639959335000000,209.790267940000007,18.500000000000000,7426774.72000000,388485.93170000,4.00245905,"1",0.000000000931323,388485.931700000015553,7426774.720499999821186,388485.931700000015553,7426774.720500000752509
"37273",0.073732271800000,30.080177307000000,208.694763179999995,18.500000000000000,7426764.72000000,388495.93170000,4.17051268,"1",0.000000000931323,388495.931700000015553,7426764.720499999821186,388495.931700000015553,7426764.720500000752509
"37275",0.132567763300000,18.623756408999999,200.323822019999994,18.415346146000001,7426744.72000000,388495.93170000,3.29385018,"1",0.000000000931323,388495.931700000015553,7426744.720500000752509,388495.931700000015553,7426744.720500000752509
"37276",0.139417856900000,21.685237884999999,198.564575200000007,18.408401488999999,7426734.72000000,388485.93170000,4.49785376,"1",0.000000000931323,388485.931700000015553,7426734.720499998889863,388485.931700000015553,7426734.720500000752509
"37277",0.127542361600000,13.318923950000000,196.364974980000000,18.291013717999999,7426724.72000000,388485.93170000,4.33627748,"1",0.000000000931323,388485.931700000015553,7426724.720499999821186,388485.931700000015553,7426724.720500000752509
"37278",0.131938085000000,7.768409252200000,195.385559080000007,18.500000000000000,7426714.72000000,388485.93170000,4.03058052,"1",0.000000000931323,388485.931700000015553,7426714.720499999821186,388485.931700000015553,7426714.720500000752509
"37279",0.157395929100000,2.934340477000000,194.637374880000010,18.500000000000000,7426704.72000000,388485.93170000,4.57599068,"1",0.000000000931323,388485.931700000015553,7426704.720499999821186,388485.931700000015553,7426704.720500000752509
"37280",0.175568655100000,2.195010185200000,194.336471560000007,18.500000000000000,7426694.72000000,388485.93170000,4.69376516,"1",0.000000000931323,388485.931700000015553,7426694.720499999821186,388485.931700000015553,7426694.720500000752509
"37281",0.183422580400000,1.768103003500000,194.030685419999998,18.503473282000002,7426684.72000000,388485.93170000,4.85369110,"1",0.000000000931323,388485.931700000015553,7426684.720499999821186,388485.931700000015553,7426684.720500000752509
"37282",0.177058607300000,2.507726192500000,193.928512570000009,19.000000000000000,7426674.72000000,388485.93170000,5.21746397,"1",0.000000000931323,388485.931700000015553,7426674.720499999821186,388485.931700000015553,7426674.720500000752509
"37283",0.161724641900000,3.768152713800000,194.053710940000002,19.000000000000000,7426664.72000000,388485.93170000,6.30308914,"1",0.000000000931323,388485.931700000015553,7426664.720499999821186,388485.931700000015553,7426664.720500000752509
"37284",0.143416777300000,3.435811042800000,194.565124510000004,19.000000000000000,7426654.72000000,388485.93170000,5.77762318,"1",0.000000000931323,388485.931700000015553,7426654.720499999821186,388485.931700000015553,7426654.720500000752509
"37295",0.080551922300000,1.714761734000000,185.904861449999999,18.082025527999999,7426544.72000000,388485.93170000,5.81224108,"1",0.000000000931323,388485.931700000015553,7426544.720499999821186,388485.931700000015553,7426544.720500000752509
"37485",0.088903442000000,11.096694946000000,225.210403439999993,18.000000000000000,7426844.72000000,388495.93170000,3.27431512,"1",0.000000000931323,388495.931700000015553,7426844.720499999821186,388495.931700000015553,7426844.720500000752509
"37486",0.080912336700000,21.144519806000002,222.294143679999991,17.998245238999999,7426834.72000000,388495.93170000,3.08625627,"1",0.000000000931323,388495.931700000015553,7426834.720499999821186,388495.931700000015553,7426834.720500000752509
"37487",0.103366024800000,19.655033112000002,218.915420530000006,17.501716613999999,7426824.72000000,388495.93170000,3.20305347,"1",0.000000000931323,388495.931700000015553,7426824.720499999821186,388495.931700000015553,7426824.720500000752509
"37488",0.126210078600000,14.811867714000000,216.333221439999988,17.950935363999999,7426814.72000000,388495.93170000,3.37937665,"1",0.000000000931323,388495.931700000015553,7426814.720499999821186,388495.931700000015553,7426814.720500000752509
"37489",0.132448762700000,22.866344452000000,213.685028079999995,18.000000000000000,7426804.72000000,388495.93170000,3.45828724,"1",0.000000000931323,388495.931700000015553,7426804.720499999821186,388495.931700000015553,7426804.720500000752509
"37490",0.126891061700000,26.250679015999999,212.391952510000010,18.000000000000000,7426794.72000000,388495.93170000,3.57885170,"1",0.000000000931323,388495.931700000015553,7426794.720499999821186,388495.931700000015553,7426794.720500000752509
"37493",0.084712289300000,27.116374968999999,201.181686399999990,18.000000000000000,7426764.72000000,388495.93170000,4.17051268,"1",0.000000000931323,388495.931700000015553,7426764.720499999821186,388495.931700000015553,7426764.720500000752509
"37494",0.107342444400000,23.587736130000000,199.423965449999997,18.000000000000000,7426754.72000000,388495.93170000,3.44074965,"1",0.000000000931323,388495.931700000015553,7426754.720499999821186,388495.931700000015553,7426754.720500001683831
"37495",0.130449876200000,20.682390213000001,197.261306759999997,18.000000000000000,7426744.72000000,388495.93170000,3.29385018,"1",0.000000000931323,388495.931700000015553,7426744.720500000752509,388495.931700000015553,7426744.720500000752509
"37496",0.124961748700000,15.328907013000000,196.372756960000004,18.000000000000000,7426734.72000000,388495.93170000,4.33955860,"1",0.000000000931323,388495.931700000015553,7426734.720499998889863,388495.931700000015553,7426734.720500000752509
"37497",0.101557858300000,5.258339881900000,195.208297729999998,18.001716613999999,7426724.72000000,388505.93170000,6.12805653,"1",0.000000000931323,388505.931700000015553,7426724.720499999821186,388505.931700000015553,7426724.720500000752509
"37498",0.118799552300000,3.691159486800000,194.841384890000000,18.500000000000000,7426714.72000000,388495.93170000,5.56683540,"1",0.000000000931323,388495.931700000015553,7426714.720499999821186,388495.931700000015553,7426714.720500000752509
"37499",0.164382979300000,1.778629541400000,194.468139650000012,18.500000000000000,7426704.72000000,388495.93170000,5.54118109,"1",0.000000000931323,388495.931700000015553,7426704.720499999821186,388495.931700000015553,7426704.720500000752509
"37500",0.161297977000000,1.641247630100000,194.292312619999990,18.500000000000000,7426694.72000000,388495.93170000,5.25049067,"1",0.000000000931323,388495.931700000015553,7426694.720499999821186,388495.931700000015553,7426694.720500000752509
"37501",0.149755209700000,2.142548799500000,193.954925540000005,18.500000000000000,7426684.72000000,388495.93170000,5.25563240,"1",0.000000000931323,388495.931700000015553,7426684.720499999821186,388495.931700000015553,7426684.720500000752509
"37502",0.141691729400000,1.239411830900000,193.660491940000014,19.000000000000000,7426674.72000000,388495.93170000,5.56702757,"1",0.000000000931323,388495.931700000015553,7426674.720499999821186,388495.931700000015553,7426674.720500000752509
"37503",0.139436662200000,2.096431493800000,193.659973140000005,19.000000000000000,7426664.72000000,388495.93170000,6.88575983,"1",0.000000000931323,388495.931700000015553,7426664.720499999821186,388495.931700000015553,7426664.720500000752509
"37504",0.140876933900000,4.319025039700000,194.078094480000004,19.000000000000000,7426654.72000000,388495.93170000,6.25420904,"1",0.000000000931323,388495.931700000015553,7426654.720499999821186,388495.931700000015553,7426654.720500000752509
"37505",0.135714799200000,2.867902278900000,194.659637449999991,19.000000000000000,7426644.72000000,388505.93170000,6.48463011,"1",0.000000000931323,388505.931700000015553,7426644.720499999821186,388505.931700000015553,7426644.720500000752509
"37515",0.074691519100000,1.595516800900000,186.218704220000006,18.042119979999999,7426544.72000000,388495.93170000,5.80801058,"1",0.000000000931323,388495.931700000015553,7426544.720499999821186,388495.931700000015553,7426544.720500000752509
"37705",0.059629082700000,4.872179508200000,225.113479610000013,18.000000000000000,7426844.72000000,388505.93170000,3.36166215,"1",0.000000000931323,388505.931700000015553,7426844.720499999821186,388505.931700000015553,7426844.720500000752509
"37706",0.065765492600000,18.922727585000001,220.718658449999992,17.500000000000000,7426834.72000000,388515.93170000,3.06191182,"1",0.000000000931323,388515.931700000015553,7426834.720499999821186,388515.931700000015553,7426834.720500000752509
"37707",0.105424597900000,18.826559067000002,217.997879030000007,17.500000000000000,7426824.72000000,388505.93170000,3.53848219,"1",0.000000000931323,388505.931700000015553,7426824.720499999821186,388505.931700000015553,7426824.720500000752509
"37708",0.142469614700000,16.303817749000000,215.063491819999996,17.500000000000000,7426814.72000000,388505.93170000,3.66093826,"1",0.000000000931323,388505.931700000015553,7426814.720499999821186,388505.931700000015553,7426814.720500000752509
"37709",0.137885198000000,20.073623656999999,213.499008180000004,17.543159485000000,7426804.72000000,388505.93170000,3.53769159,"1",0.000000000931323,388505.931700000015553,7426804.720499999821186,388505.931700000015553,7426804.720500000752509
