NDVI,Slope,Elevation,Insolation,TWI
0.3252857924,26.072998047,204.59739685,13.011636734,3.53570056
0.3309717476,17.748022079,202.58222961,14,3.13322067
0.3468433618,18.623556137,200.32391357,14,3.53095078
0.3540031016,21.685379028,198.56466675,14.041033745,4.49785376
0.3379947841,13.319329262,196.36503601,14.5,4.33627748
0.3374163806,7.768640995,195.3855896,14.5,4.03058052
0.34527722,2.9345097542,194.63737488,14.5,4.57599068
0.3310373724,2.1951220036,194.33647156,14.5,4.69376516
0.313416779,1.7681695223,194.03070068,14.5,4.8536911
0.2960987687,2.5077712536,193.92852783,14.5,5.21746397
0.2664191723,3.7681093216,194.0537262,14.991292953,6.30308914
0.2256767303,3.4357016087,194.56513977,14.586322784,5.77762318
0.2039172053,11.09647274,225.21043396,13.5,3.27431512
0.1936851889,21.144830704,222.29417419,13.419243813,3.08625627
0.1977579743,19.655410767,218.91545105,13.670962334,3.20305347
0.2174489945,14.812056541,216.33325195,14,3.37937665
0.2441330105,22.866415024,213.68511963,13.780819893,3.45828724
0.2781100869,23.116998672,210.44442749,13.88111496,3.5788517
0.3256552517,25.710599899,208.00134277,12.9153862,4.10975218
0.3643209636,32.930023193,205.2658844,10.70059967,4.12593651
0.3703656197,27.116167068,201.18182373,12.679141045,4.17051268
0.3606798947,23.587408066,199.42410278,14,3.44074965
0.368318975,20.682386398,197.26139832,14,3.29385018
0.3728098273,13.869258881,196.05699158,14,4.3395586
0.3376360238,5.2584238052,195.20832825,14.001718521,5.25447941
0.3258887231,3.6912322044,194.84140015,14.5,5.5668354
0.3416031301,1.7786296606,194.46813965,14.5,5.54118109
0.3291277587,1.6412454844,194.29232788,14.5,5.25049067
0.3045739532,2.1425457001,193.95492554,14.5,5.2556324
0.2851716578,1.2394276857,193.66049194,14.5,5.56702757
0.271045953,2.0965232849,193.6599884,14.5,6.88575983
0.2446792275,4.3190703392,194.07810974,14.740474701,6.25420904
0.2192968428,2.8678312302,194.65965271,14.498246193,6.17117786
0.3503445387,1.5955479145,186.21868896,15,5.80801058
0.1865429282,13.676081657,224.42266846,13.451162338,3.36166215
0.2091787905,19.062007904,221.40292358,13.5,3.42323756
0.2425119728,18.826574326,217.99789429,13.5,3.53848219
0.263749063,16.303789139,215.0635376,13.5,3.66093826
0.2718433738,23.435764313,211.34216309,13.001727104,3.53769159
0.3030461073,16.436717987,208.00521851,13.498272896,3.4125452
0.3571124077,22.906282425,205.30015564,13.239583015,3.8064518
0.3995220661,21.859136581,201.72328186,13.218975067,3.66802645
0.4055103958,17.472391129,198.47314453,13.5,4.05459547
0.3815076649,15.186775208,196.49085999,13.958106995,4.17960501
0.3475521505,7.9347267151,194.92463684,14,5.06427193
0.2841961682,4.4258766174,194.7371521,14,6.00303555
0.2409445941,2.0117790699,194.66160583,14,6.12805653
0.2829105258,1.3029580116,194.54528809,14.041440964,6.10006809
0.3241601586,2.6004309654,194.36854553,14.089826584,5.38035393
0.3265294135,1.3627533913,194.13594055,14.449436188,5.0865407
0.3098295331,2.334897995,193.84165955,14,5.17152357
0.2684963644,0.897649169,193.56347656,14.451162338,5.68628263
0.2465443611,0.9250731468,193.53230286,14.5,6.01275158
0.2483259589,3.1450781822,193.77284241,14.460285187,6.73228598
0.2307142168,2.9435875416,194.2883606,14.291893005,6.48463011
0.3279370666,1.1356716156,186.46878052,15,5.89283228
0.3479962945,0.6909513474,186.40345764,15,5.83194733
0.1936813444,13.651786804,223.3772583,13,3.14810276
0.241338104,18.100158691,220.52452087,13.249960899,3.06191182
0.300144732,19.030450821,217.1749115,13.5,3.04375887
0.3248538375,23.226539612,213.38572693,12.928818703,3.34818411
0.3162437081,22.17486763,208.9750061,13.326469421,3.68685818
0.3379806876,17.625522614,205.93798828,13.5,3.76421809
0.383964777,24.397039413,202.97569275,13.09031868,3.75439024
0.4115963578,20.925258636,199.70205688,13.5,3.84019494
0.4109192789,15.145830154,197.03378296,13.5,4.14629745
0.3853607178,9.1233577728,195.52449036,13.5,4.56822109
0.3119718134,3.086659193,194.46099854,13.58850193,5.65688276
0.1793612689,1.2997407913,194.33435059,13.619691849,6.19160032
0.1397606283,3.2705905437,194.58300781,12.701286316,5.66844511
0.2405642718,9.7051801682,195.13275146,11.593626976,4.15693331
0.3092938066,13.676468849,195.61094666,13.085027695,3.57389617
0.3300771415,9.1283407211,194.88163757,13.251695633,3.66577816
0.3214234412,9.1185493469,194.31887817,13.907943726,4.22705603
0.2447717488,3.4249501228,193.66542053,14,5.25546122
0.1780281812,1.2806433439,193.37184143,14.491318703,6.01831198
0.2011784017,2.6410198212,193.42520142,14,7.37872982
0.2324771285,2.9996688366,193.92050171,14.03991127,7.19116831
0.3057837486,0.4962871969,186.6224823,14.501735687,6.12567568
0.3257160783,0.7378250957,186.53343201,15,5.94220924
0.3462565839,1.0241121054,186.53379822,15,8.35360909
0.2123801559,2.4719924927,223.12132263,12.489583015,4.01361799
0.2179090381,13.759345055,222.36663818,12.548837662,3.60780668
0.2594026625,21.028558731,219.66127014,13,3.63215613
0.3261288703,20.437114716,216.42729187,13.238289833,3.62655234
0.3601424694,23.873350143,212.38905334,12.876951218,3.6985023
0.3504501283,20.823944092,207.74038696,13,4.02563
0.3528161943,17.283512115,204.19932556,13.048837662,4.1892395
0.3716851771,15.067754745,201.44186401,13.458559036,4.13640499
0.3824900091,13.493142128,198.93669128,13.5,4.39934254
0.3825880289,9.8004589081,197.08831787,13.5,4.87738276
0.3816229999,8.9596481323,195.83853149,13.411899567,4.65258884
0.3508479297,9.4836435318,195.23907471,12.671041489,4.7108345
0.256858319,10.411296844,195.18217468,10.247882843,4.42232132
0.1919925064,24.637798309,197.04707336,9.2888908386,2.72003436
0.2141177207,27.727216721,199.17550659,9.5833339691,2.56590223
0.2440169305,26.053594589,199.45791626,12.79123497,3.63745713
0.2797146738,20.002075195,198.06919861,12.49131012,3.84704995
0.3106303811,22.342479706,196.56907654,13.449869156,3.60053635
0.270295769,13.414503098,194.56201172,13.550563812,3.50238752
0.1843280792,4.2642397881,193.2203064,14,5.72945118
0.1352635324,2.4876570702,193.11000061,14,7.84326792
0.165700838,2.6296560764,193.5743866,14,7.4556694
0.2253747731,3.0193431377,193.50740051,14.290147781,7.07735586
0.3294435442,1.1127940416,187.83848572,14.5,4.83174467
0.3752774,2.6674566269,187.56950378,14.5,4.64014006
0.3614318967,3.2414445877,186.98596191,14.5,5.4279294
0.3105503917,0.825240612,186.71723938,14.5,5.92899132
0.3132589757,1.4949347973,186.71340942,15,6.27637577
0.3398372233,1.5848665237,186.80862427,15,8.60283756
0.2524528801,9.7836303711,223.62559509,11.708763123,3.30762792
0.2419297695,13.752571106,221.96990967,12.498281479,3.4946878
0.2523307204,19.920661926,219.20414734,12.549043655,3.62422061
0.2872276604,20.371520996,215.69572449,13,3.73662233
0.3291236758,21.979494095,212.24832153,13,3.73967171
0.3453631103,26.032505035,208.42857361,13,3.34441376
0.3182356656,22.079317093,204.00845337,13,3.30113053
0.297464937,14.332427025,201.55004883,13,3.41103053
0.3155500293,13.876629829,199.79936218,12.511279106,3.51669335
0.3406307697,17.923683167,199.24761963,12.472652435,3.90324688
0.3733401895,21.825494766,198.50109863,11.498282433,3.88985372
0.4051122665,26.518640518,198.55641174,10.405787468,4.3571806
0.3717211187,36.628570557,199.46180725,7.2551631927,2.34358072
0.2752243578,34.53591156,202.6925354,9.6493549347,2.56792951
0.2000885457,17.735620499,203.48362732,12.861560822,2.51123261
0.1744487286,17.09577179,202.60473633,14.470503807,4.02549553
0.2106543034,19.441968918,201.50643921,12.226160049,3.98654437
0.2630131543,25.866653442,199.57452393,12.591960907,2.54839706
0.2794176042,21.49994278,196.77085876,13.410581589,2.34417892
0.2455378175,12.205874443,193.73905945,14,4.66121864
0.1380866766,1.9854910374,193.11009216,13.950064659,5.70887947
0.0959785134,1.309813261,193.3344574,13.958763123,5.62633038
0.1929516643,1.2619044781,193.3870697,14,5.38285828
0.2694585621,8.351023674,192.66700745,14,4.15231419
0.2842761576,17.653957367,190.84631348,14.050762177,4.13332129
0.3041087687,9.9234991074,188.81394958,14.5,4.08914137
0.344243288,2.7953891754,188.02626038,14.5,4.37517786
0.3856313527,2.8010611534,187.90284729,14.5,4.28013563
0.3752150834,4.9720935822,187.35461426,14.5,5.05189562
0.3235834241,1.9695070982,186.92190552,14.5,5.94634008
0.3091678619,1.1627248526,186.91990662,14.989583015,6.44542551
0.3360491395,0.9107857943,187.02378845,15,8.74988079
0.2716531754,13.338878632,225.99429321,11.008707047,3.02888632
0.2514146864,16.291690826,223.97723389,11.998290062,2.81246519
0.2339343429,25.397743225,222.51298523,12.044068336,3.14523363
0.2287600786,28.906387329,219.09873962,12.333757401,2.43055582
0.2535695732,30.026882172,215.30854797,12.863500595,3.00121522
0.2826717496,26.59910965,212.1736145,12.698987007,2.41794872
0.2656566501,29.999488831,207.210495,12.296287537,2.39078975
0.2452113628,21.638463974,204.16755676,12.629607201,2.85671163
0.2680238783,16.95763588,202.49586487,12.020833015,3.03865218
0.3117226362,14.054631233,202.1927948,12.50176239,3.72771978
0.3612361252,14.489451408,201.99369812,12,3.87282658
0.3974783421,15.075997353,202.53738403,12.239583015,4.02440834
0.3714649081,18.955654144,204.14851379,11.252199173,2.79094911
0.2677893937,6.339509964,205.83462524,13.277633667,3.36699295
0.174388513,7.0472893715,205.24133301,14.040543556,4.41830063
0.1567461491,8.0785017014,204.35585022,13.980929375,4.46958113
0.1967451721,15.98360157,204.77702332,11.517414093,3.05150723
0.2121410221,28.84598732,204.49996948,12.546757698,2.53252244
0.2235373557,39.44575119,200.32539368,12,2.34521437
0.2434167862,22.726964951,195.11360168,13.169205666,2.48736978
0.1816336215,5.3693342209,193.61811829,14,4.93164587
0.1167397276,1.2678176165,193.49290466,14,5.23533869
0.1781378835,1.558927536,193.67500305,14,6.23429012
0.2775582075,5.6265692711,193.45141602,14,6.0776825
0.3056608438,16.859998703,192.04925537,14,3.41697693
0.3077591062,12.794988632,189.45585632,14.249509811,3.31358027
0.3373600841,2.7069971561,188.28904724,14.5,4.44039106
0.3601258695,1.4935411215,188.23292542,14.5,4.5492487
0.3515802026,4.3615026474,187.69902039,14.5,4.71148396
0.3302234411,2.0928790569,187.16233826,14.5,5.78559303
0.3169790804,1.2838964462,187.05729675,14.790543556,6.41444826
0.3358353972,1.324698329,187.16239929,15,8.2572031
0.2542162538,5.4448723793,227.17077637,11.088499069,2.8935492
0.2364675403,9.7649888992,225.68643188,11.501770973,2.63010931
0.2045197934,8.7771224976,224.78990173,11.760486603,2.89366484
0.1849548668,25.619752884,222.51216125,12.5,2.39207006
0.1971308887,25.503631592,219.28309631,12.477395058,2.65667844
0.2317664921,28.257919312,215.67744446,12.920040131,2.07606244
0.2583597601,27.411859512,210.71366882,12.99128437,2.04175544
0.2726669908,20.956377029,207.33091736,12.558191299,3.12436318
0.2836484015,18.29526329,205.37153625,12.501770973,2.77382159
0.3151694238,12.912392616,204.32446289,12.46967411,3.35815978
0.3652406037,9.1677093506,203.95515442,12.498298645,3.89618659
0.3906326294,8.0102500916,204.44297791,12.299546242,4.06426048
0.3627471626,8.0843610764,205.50212097,12.255260468,3.50885415
0.2707234919,2.8058667183,205.89227295,13.998298645,5.34563637
0.1834948212,4.5665740967,205.0589447,13.591972351,5.09659624
0.1808537692,10.441179276,205.24282837,12.441703796,4.19554996
0.2066584528,25.39507103,207.58766174,10.132874489,2.87224364
0.2036734968,17.601848602,207.9413147,13.697069168,2.57919931
0.2138155848,26.943855286,205.5592041,12.714238167,2.32316971
0.232129842,29.509830475,199.20402527,12.487708092,2.31138945
0.2200697362,14.039764404,194.89732361,13.991354942,3.43311715
0.2021456063,2.0312132835,193.72747803,14,5.08693647
0.235797897,1.1992237568,193.77360535,14,5.19717503
0.2964682579,1.6622083187,193.87199402,14,5.68441486
0.309843272,12.134097099,193.07150269,14,3.82192135
0.2947327495,16.747461319,190.62380981,14,4.20230436
0.3035294414,7.2869997025,188.7003479,14.001770973,4.58330154
0.3252969384,1.7897040844,188.32826233,14.5,4.73347139
0.3406037092,3.261275053,187.90861511,14.5,5.1432333
0.3380575776,2.5011529922,187.45846558,14.5,5.65467596
0.3261687458,2.3947739601,187.34754944,14.06157589,6.62103128
0.3348838985,2.9453849792,187.51852417,14.510416985,7.52656937
0.2140467912,28.592069626,228.87251282,9.5024957657,1.91700935
0.1973841339,25.328472137,227.37023926,9.3006982803,1.80439091
0.1526294202,22.199975967,226.52568054,11.130637169,2.0883348
0.127667129,19.126882553,225.19723511,11.853811264,1.91833425
0.1454398185,29.439474106,223.15975952,12.018416405,2.18160939
0.1951930374,37.104751587,216.91381836,11.595949173,2.24454188
0.25264135,16.567388535,211.51080322,12.50588131,2.83855629
0.3002284467,15.053872108,210.05073547,12.026714325,2.72955918
0.3150838912,19.403577805,208.53860474,12.579564095,2.46794939
0.3342917264,17.566902161,206.67900085,12.959057808,3.21609139
0.3804556131,9.9296474457,205.55322266,12.047572136,3.87339783
0.3984487653,8.479891777,205.72685242,12.248307228,4.20433617
0.3735749722,8.7967262268,206.36410522,12.051359177,3.23424435
0.3211981654,10.769151688,206.4047699,13.438625336,3.27759123
0.2690053582,10.001876831,205.6088562,12.413806915,4.00079012
0.2479985803,19.937990189,206.8421936,9.475356102,2.45946884
0.2188036591,23.840297699,211.07655334,11.025045395,2.41770697
0.2026769668,19.788797379,211.04084778,13.144899368,2.60214305
0.227171734,36.416374207,207.81575012,12.668165207,2.49569201
0.2442204058,33.198184967,199.85203552,12.491363525,2.59450006
0.2566262186,16.468425751,195.63894653,13.989583015,3.04361629
0.2765654326,4.5550589561,194.13890076,13.920435905,4.61234236
0.3056075275,1.2633012533,193.95478821,14,5.34839582
0.3314061761,0.7814651132,194.03674316,14,5.44163704
0.3308302164,7.8658714294,193.59899902,14,4.77290726
0.3126371205,15.133760452,191.78517151,14,4.40020227
0.3012714088,12.022296906,189.52464294,14,4.72752571
0.3134323955,4.6764583588,188.61157227,14.25,4.9271884
0.3402865827,3.041249752,188.085495,14.5,4.92536497
0.3507934213,2.4976782799,187.7950592,14.5,5.44926262
0.345148623,2.259260416,187.74810791,14.017272949,6.05474997
0.3428595066,2.8459887505,188.02401733,14.549351692,6.71490383
0.1394002438,60.632019043,240.7953949,7.9492611885,1.48292768
0.1266649813,60.792964935,238.53106689,6.2629218102,1.55918431
0.1050761119,65.977607727,235.34663391,10.172644615,1.71901608
0.0932299271,45.117725372,230.54428101,8.9980659485,1.39420056
0.0990278646,37.405124664,228.31730652,10.143650055,1.86376619
0.1407133341,50.374275208,224.85598755,10.764501572,1.83309817
0.2033987194,48.821578979,216.86947632,10.835396767,1.84419537
0.2740471065,34.363059998,214.75437927,10.525167465,2.3170259
0.3160991371,27.695919037,211.81489563,12.489583015,2.31699133
0.341817677,21.874124527,209.02781677,12.961257935,3.55474448
0.3884714842,15.555025101,207.66656494,12,3.6634438
0.4028837681,12.185381889,207.38374329,12.470539093,4.04552412
0.3876422048,8.2367019653,207.85018921,11.840301514,3.55429721
0.368749857,11.171256065,208.19976807,12.231671333,3.04496956
0.3371111155,18.078233719,208.47822571,11.209573746,3.71095967
0.2858038247,22.35741806,209.85357666,10.093774796,3.26958609
0.2129274309,13.081632614,213.67179871,12.407297134,2.82388997
0.179504931,10.005362511,213.01113892,14.5,3.10389376
0.2192185968,24.274080276,210.15228271,12.861579895,2.97159719
0.2689961195,37.560073853,202.15995789,11.427278519,2.94926715
0.2976988852,18.91509819,197.47514343,13.748315811,3.24214697
0.3173025548,8.6853322983,195.04133606,13.5,3.68523145
0.3384313285,2.8891932964,194.26040649,13.592701912,5.55581951
0.3561753929,0.6622669697,194.12295532,14,5.57591248
0.3582873344,3.5661273003,193.95466614,14,5.2189641
0.3434229493,10.297745705,192.86334229,14,5.03674841
0.3210540414,12.437848091,190.72407532,14,4.82756758
0.312379092,7.2786679268,189.32487488,14.001789093,4.66666317
0.3337454498,4.3352479935,188.6015625,14.5,4.65606594
0.3587110639,4.1330270767,188.30667114,14.5,5.46427822
0.3595871329,2.8698966503,188.07037354,14.008731842,5.64549589
0.3497030735,2.3419761658,188.36315918,14.75,6.40937471
0.0952641591,52.203285217,257.16894531,6.9909124374,1.94959533
0.1182078794,57.665519714,257.01022339,11.055451393,1.81626081
0.1142245829,64.553749084,248.07571411,10.400258064,1.59387243
0.0932513997,55.50233078,238.38552856,11.05466938,1.68363333
0.1105231121,35.286373138,232.80366516,12.388278008,1.75418949
0.1733299792,40.321678162,223.67263794,11.435891151,1.81635904
0.2553450167,18.873941422,219.13807678,12.919548035,2.31062841
0.3116302192,21.141651154,215.50907898,12.591427803,2.8681767
0.3534354866,20.674211502,212.59709167,12.878204346,3.85720253
0.4026927948,17.584295273,210.86698914,12.001554489,3.7329073
0.4163322151,16.586448669,209.65858459,12.48084259,3.85466075
0.4059169591,9.7177391052,209.13302612,11.402188301,3.65756536
0.3721638024,13.443358421,209.75500488,10.044381142,2.77914429
0.3210736215,18.486537933,211.30609131,10.412605286,3.51336098
0.269523859,21.093080521,212.35490417,9.04043293,2.65656185
0.1974032521,15.656009674,215.22923279,12.046610832,3.00078487
0.1668127626,15.090706825,213.67201233,13.919548035,3.39815593
0.2169198394,19.67350769,211.38394165,14.017595291,3.5992229
0.2815524936,37.583198547,206.00720215,12.531606674,3.32735372
0.316845119,34.281391144,200.5460968,12.78440094,2.84008312
0.3288412094,16.418035507,196.17823792,13.5,2.86317825
0.3489339352,6.4747195244,194.64710999,13.5,5.04337835
0.3727394044,0.4420027137,194.20988464,13.952831268,5.69730282
0.3768499494,2.5647065639,194.10275269,14,5.55851936
0.3555286825,8.6283550262,193.28044128,14,4.34553671
0.3195716143,11.56519413,191.4513855,14,4.17617035
0.297700733,8.9008169174,190.17555237,14,4.34297848
0.3198249936,6.2169456482,189.35142517,14.421224594,4.13703871
0.3586255312,4.8885993958,189.00959778,14.5,4.41170073
0.3680789173,3.9571945667,188.71749878,14,5.46235847
0.3559669256,3.0618469715,188.80905151,14.788549423,6.21763229
0.1346274465,13.441774368,262.34237671,11.756942749,2.6300745
0.1838882715,17.730108261,261.6182251,13.95816803,2.85687923
0.1706359237,36.2306633,257.31643677,12.300293922,2.56762862
0.1266571581,51.218070984,247.62312317,11.496383667,1.91544092
0.1219374985,37.76612854,236.03620911,11.942615509,1.87999451
0.2061323077,44.892299652,227.54141235,12.001667976,2.11565089
0.2885884941,33.186092377,221.40808105,12.5,2.95805907
0.3141315877,22.018424988,216.88096619,12.5,3.51693988
0.3575339317,14.937133789,214.60961914,12.498332024,4.03215361
0.4027922452,12.192913055,212.96792603,12.248184204,3.94122338
0.4080805779,17.286447525,211.58073425,11.555591583,3.56397176
0.3822660744,26.65225029,211.94117737,8.4566450119,3.70407987
0.3247284591,36.529735565,214.56980896,7.5448637009,2.45111823
0.2755511701,35.619407654,216.52397156,9.6078538895,3.18994713
0.2432289571,27.629219055,216.6338501,9.3350276947,3.0262413
0.1876608431,18.276037216,218.41549683,12.690957069,3.19473481
0.1664485037,25.487659454,216.32400513,12.187588692,2.74264812
0.201955244,26.205842972,212.99630737,13.088365555,2.34525633
0.2426527888,26.801309586,208.4650116,12.918429375,2.49479723
0.2714700401,34.52986908,202.44805908,11.620077133,2.46755147
0.2983671129,18.718000412,197.60154724,13.5,2.55685997
0.3421335518,10.699034691,195.08717346,13.5,4.38018656
0.3781506717,1.3402510881,194.33055115,13.498332024,5.73815584
0.3757888675,1.7681765556,194.31820679,13.508749008,5.79159689
0.3387506306,5.3454198837,193.91902161,13.998332024,4.8357482
0.2933360636,9.5426397324,192.65298462,14,4.14968204
0.2698925138,10.287378311,191.701828,13.597549438,4.09999275
0.2956531644,9.5752601624,190.62390137,14.078383446,3.77196956
0.3450294435,7.9045653343,189.87368774,14.5,4.06621027
0.3678975403,3.4477314949,189.31735229,14.25,5.33674479
0.3615802527,3.6605987549,189.32769775,14.741389275,5.89817667
0.2191137821,18.009681702,262.02032471,13.281486511,2.79601789
0.1951664388,39.224639893,256.35598755,10.531383514,2.32950616
0.1604900658,46.600189209,247.49610901,9.8115987778,2.13501239
0.1811404675,34.909122467,235.36074829,11.79178524,2.29639864
0.2718619704,30.78338623,229.27749634,11.843430519,3.1631465
0.3206504285,29.233350754,224.50663757,12.253736496,3.63708448
0.3173562884,25.144012451,219.67462158,11.998340607,3.99217176
0.3508876264,24.866594315,216.80368042,11.93949604,3.80110145
0.3805123568,20.756250381,215.3289032,10.413561821,2.60824466
0.3603039682,24.702285767,214.65881348,8.8131399155,2.7222259
0.3027139306,38.555278778,217.16625977,7.7553958893,3.02812576
0.2534896433,24.525447845,219.30415344,9.0506858826,3.13407111
0.2390750498,16.591794968,221.55709839,12.449494362,3.20963597
0.2143338323,17.836963654,220.95133972,12.639780045,2.90743423
0.1743438542,7.7813148499,220.85954285,14.043187141,3.16224575
0.1699907631,14.51211834,219.79045105,14.727351189,2.92568183
0.1828855276,34.446731567,215.39909363,12.453231812,2.74318004
0.1987338066,29.399087906,209.43441772,12.548845291,2.91402936
0.2338265628,31.855871201,203.67185974,12.010416985,2.92771387
0.2856571376,21.553701401,198.72343445,13.451416969,3.05096769
0.3414382041,12.335204124,195.60908508,13.5,3.98775721
0.37352103,3.1305174828,194.7097168,13.052164078,5.72972298
0.3597841859,4.258998394,194.82366943,13,5.86052322
0.3098535836,6.57635355,194.65214539,13.415064812,4.66668653
0.2624536157,8.9305419922,193.79212952,13.552164078,3.87945724
0.2413270026,9.7986965179,193.21591187,13.510416985,3.79575014
0.2641552389,11.406656265,192.16662598,13.961833,3.64259648
0.3155365288,12.555455208,191.03338623,14.5,3.71597815
0.3517139256,6.0156741142,190.02954102,14.010416985,4.64023924
0.3556336463,4.662501812,189.93467712,14.729166985,5.40684557
0.1682327837,4.5992350578,262.25119019,12.5194664,3.4911809
0.1993930936,21.335723877,260.74041748,12.739583015,2.84469199
0.178340286,37.22776413,255.11523438,11.208049774,2.56020093
0.1916226447,37.817474365,246.74180603,11.49585247,3.0726018
